commentId,text_clean,label
Ugybj9eVQu0Ef3JT4NN4AaABAg,"I'm almost certain that the only reason vaccines exist, is because our immune systems aren't functioning properly. If the purpose of the vaccine is to put training wheels on the virus, then it would seem that our immune system is normally supposed to handle these problems. So the real question isn't, ""how can we make a universal vaccine?"" but should be, ""why doesn't our immune system function?"" In my opinion, its some underlying health condition that isn't being met. As in, not eating healthy foods, etc. I do believe that eating meat is at least part of the problem, and the fact that the flu vaccine is incubated in chicken eggs, suggests that they could be a part of the problem too. 🤦 The problem with the vaccine approach is that it's not only expensive, but it has side effects, and it's not solving the actual problem; a dysfunctional immune system. Western society will find the most round about solutions to circumventing problems, instead of changing their way of life because it's unhealthy.",0
UgxebqTPukawPJWwLIF4AaABAg,She or he got intramuscular injection type,0
UgxU-vWg1aBI_bFjXrh4AaABAg,They are not good,-1
UgzrqP_dqE9sCm_ROst4AaABAg,"Well, I live in tropical country The last time I had flu is when I'm on the sixth grade, now I'm 31",0
UgwuMI7cBnwr3QUstxx4AaABAg,Can you put his own sticker on?,0
UgwailvivcR6I8PlgFR4AaABAg,David g millen,0
UgzOswjlWC-Fr_UWz794AaABAg,Scientists are being recruited by other countries. The brain drain is going to have repercussions for generations. I do wonder what amount of bribe will get the vaccine approved.,0
Ugxw4lFIHZHeCoZ0Iw54AaABAg,"It is classic deflection on the part of individuals who being unable to intelligently argue via science then attempt to obfuscate this fact by making pseudoscientific arguments which are rooted in ideology rather than science. Moral: this correctly is viewed as a reformulation based upon an already proven _""vaccine model""_ - that being mRNA based vaccines. Thus the new vaccine is less _""new""_ as far as a vaccine delivery mechanism and more an alteration in the viral pathogen being targeted by the vaccine. It is not unlike taking a proven cake recipe which used chocolate and substituting vanilla for chocolate. The cake is still a cake based upon a proven recipe and all you did was to change an ingredient.",0
Ugwrzr3F3YNHNr_PiWZ4AaABAg,Faith actually prevents the flu. In these hard times I pray our children to be protected and shielded by salvation 🫡🙏,0
UgwKD-afcdhT9zME-g14AaABAg,"Under RFK jr, the FDA is doing everything it can to promote what DJT wants. Sickness and death being high on the list.",0
UgxPzrDTXExSn-UDrSp4AaABAg,"Center Grove Middle School Central, Greenwood, IN",0
Ugycfvk2GsVeexKDMPt4AaABAg,Does the nasal spray do the same thing?,0
UgyxJbvSL2XJZiBWuQ14AaABAg,Nobody needs these shots they are poison,-1
Ugytjh4w5_g41jKNOS54AaABAg,so they release flu's to see which one speads best then give you a shot to stop what they started. i stopped taking it when i was 15 and had the flu once but not ass bad as the people getting the flu shots. been 10 years sick last my flu. get 1 day cold once a year that's about it. been to a old age home about 4 years ago to help out and there was a flu/virus outbreak there killing of the old people the works got there shots against it the said i had to get it i said no and i was fine but all who got that shot shot were sick for up yo a week.remember the flu shot is to break down your immunity nd build it back up against the flu. but when it's down that's the fine line they tread with this shot if you get majorly sick from it or not. why is it so important to vaccinate the young under 12 and super old 50 and up only. you know why to see who will die off from there virus strains testing. the young are build there systems still and the old are losing them so the one in between those ages are immunity so strong at one point we stay healthy no matter what. it sucks when my family member get the flue shot i end up taking care of them some time since i can't get sick from it. well in the end i say it's mind over matter why i never believed in the flu shot from the start.,-1
Ugzo5DW7BQnejHS1Yx54AaABAg,Flu shots are very very important,0
Ugy-mUnscqNPqEvbESF4AaABAg,"חשוב,להתחסן❤נגד,שפעת ע בעלי יתחסנו❤❤כל שנה היום 😅😅מחוסנים❤❤",0
Ugz2aKzUlzfXsqKRM894AaABAg,"just got mine, it is was so fucking painfull i couldnt sleep at night and right now im feeling ao much pain this is way im an anti vaccer i wish i never got it fuck my life",-1
UgyUdmlHbh9guzvrgmN4AaABAg,"I took it last year it made me so sick could hardly move. Every year I took it but last year I was sick as a dog. So I’m not going take it this year, I don’t want to take it afraid to take it.",0
Ugy0z6c3HDD0P3AfsnV4AaABAg,"You dont need them it's not ""MANDATORY.""",-1
Ugz1PcTGbii3e21berd4AaABAg,"The last time I got a flu shot I got sick. That was more than 20 years ago. Like I said, that was the last time.",-1
Ugx9gKAYI_HHwa-8d2p4AaABAg,He would loose his career if he said no,0
UgxNIBMHqVrFmu3oguB4AaABAg,Can't. Im allergic to egg products,0
Ugw2ySPz--0I-QYUcC54AaABAg,"I went to my Gp for a blood test & told by the nurse she could give me the Flu Shot there & then….i was never going to have it but I asked her what was in it ? She looked at me & said “Erm I can find you a leaflet “ I smiled & got up to leave saying “thank you but if you can’t tell me why would you be peddling it” I’m in my late 60’s and after covid I will never trust any vaccine, stay safe ❤",-1
UgyoJeY80nys5oqKtO94AaABAg,If YouTube tells us to trust you then I'm doing the opposite. 😂,0
Ugxx6Oq8rrO6t_uitpR4AaABAg,Evolution,0
UgwknzAIBVg1UY3vXVV4AaABAg,me watching this when corona virus outbreaks:,0
UgxNtZyeLKMfPg7tCBx4AaABAg,"That's alright, you can keep it",0
UgxP0tTqSde18tL_ZY14AaABAg,"Flu season hit hard this year, but Planet Ayurveda’s herbal formula really helped me recover fast. It boosted my immunity and reduced symptoms naturally. Give it a shot if you prefer Ayurvedic solutions over antibiotics.",1
UgzmMLX_UvkkIm2BISl4AaABAg,"There are hundreds of strains of the flu - the one chosen for the yearly shot is a guess at best. And the adjuvant (aluminum, mercury) is very detrimental to your health. My understanding is that the data for the 2025 flu shot is that it has negative efficacy ie If you get the shot, you are MORE likely to get the flu than if you did nothing. Several ppl I know got the flu shot and within hours were sick. Eat organic food, exercise, deep breathing, sufficient rest and reduce stress levels as much as possible. As mentioned, it is a personal choice but I have never gotten it and RARELY get sick.",-1
UgwEbGqt42S_UTqilNJ4AaABAg,"From Canada, zero trust in doctors now, they are getting kickback's for pushing Maid on Canadian people",0
Ugwm5PCRShq8SrwVuSd4AaABAg,1:19 I wish that got censored,0
UgzeiU86mA9nnmFalh94AaABAg,So refreshing to see a medical dr being honest and actually having the general public interest at heart,0
UgxVevPctzu1YpO20KZ4AaABAg,I stopped watching when the lady in her own home was wearing a mask for the video call 🤦🏽‍♂️,0
Ugz_qboQAS0F_WkknUB4AaABAg,but the cap was still on,0
UgyrHkMRwk1l6_ymli94AaABAg,Mauricio Station,0
Ugy0x4TLbVdKork8qUx4AaABAg,"Ha! The 2025 flu shot, in spite of being senior strength, was an abject failure for myself and my friend. I had severe flu for 5 days and it took a few weeks for my lungs to clear. After the 5 days, my GI tract went into cyclical loose/soupy stool and cramps that continued for 4 weeks, until I decided to try a course of Zithromax. Fortunately that seems to have corrected the issue. The doc I saw was no help at all, in fact he prescribed polyethylene glycol for me, thinking it would act like fiber to firm up my stool. What an ignoramus. Lucky for me, I knew better.",0
UgxtWqU6D9gjpj4Rx9V4AaABAg,0:20 I did this so I can replay it agian and agian,0
UgzX4ioZqvuLXI4nCvt4AaABAg,"Yeah, there is. Your have no immune system for about 2 weeks after a flu “vaccine,” so yeah, flu and all sicknesses under the sun are yours in you fall for that shot",0
Ugz4rs0muTPnq6GO9wN4AaABAg,"Scare tactics aren't working, so they'r ( big pharma) upping their game.",-1
UgwupUJIl07oH7ktUOR4AaABAg,Sir injury k 48 hour baad tetanus injection lag wa sakte hein kiya Yani agar 55 hours ho jae tuo koi masla tuo nahi hei please doctor sahab zaroor batae,0
UgyQekNUwwOeEDi7uwR4AaABAg,It’s definitely from the shot and ain’t no doctor going to tell me otherwise the devil is a liar,0
UgzHvkqYApVW6EBAh0R4AaABAg,"I have never taken a flu or any other vaccine (since I was a child). I used to get colds and flues and they ran their course. Past few years I've been making drastic changes in diet, taking supplements, cut sugar and red meat and do light exercise. I have not been sick - even a cold - for the past 3 years. I am becoming a big fan of you and your partners. You sound like my doctor who saved me from a liver transplant.",-1
Ugwr20Ecidmf0-KNVol4AaABAg,They say in those cases that it takes the flu shot X amount of time to work a week or two or something..so if you get the flu during that time or already had it when you get the shot it won't help..so the shot didn't give it to you. Okay that's what they say. Here's what I say.. I got my flu shot the year before covid.. but there is no way in hell I got my covid shot which was a left wing woke narrative of a yet untested new technology mRNA shot.,0
UgwxnOChY91sqSxNsr94AaABAg,Everyone in my family has the flu so I got a shot yesterday and now I feel sick.,0
Ugx4Vki8OQ75VkK4EsZ4AaABAg,This administration wants to kill off Americans.,0
UgwkxdCVgnSIuKFVoct4AaABAg,I got my flu shot Friday an its now Sunday I been in bed since hell my ass feel like I'm damn near dying fucking flu shot,0
Ugz1Xan4JjBeVEqHEIB4AaABAg,Inject your kids then,0
Ugx09G1aW00zPBimHYt4AaABAg,Thanks so much for your PSA and I hope people listen to you.,0
UgyAWzi4zbxxhP_NtCl4AaABAg,"Top secret chicken farm eggs?! That’s a story I want to hear, not for another time. How are you going to just tease me like that? 3:10",0
UgytAhqeF337iGTLx7p4AaABAg,"Such a shame. I need to deep dive my records and look at ingredients, but I keep reacting to vaccines. The moderna COVID vax I had zero issues. I trust moderna.",0
UgzvLxgmmwtIJkEfxS14AaABAg,I had my flu vaccine shot 3 days ago and woke up feeling the way described. Does that mean that I would have gotten the flu?,0
UgwQN4LhrbFfpaRca2V4AaABAg,"The virus mutate , the flu vaccine doesn’t stop the community spread. Go do more research doesn’t seem you learned that in med school.",0
Ugxz9b0HWp3u6mK0gOV4AaABAg,"But you get paid for every shot that's given so your going to make it sound worse,if your immune system is good you should be able to fight these viruses off.",-1
UgyX1Wn_amQYtNLWmt14AaABAg,2:05 Why does the equator run through the middle of the Mediterranean? This global is North vs South in a kinda racist way. Half of Africa is in the northern hemisphere people.,0
UgwpQFaGBFtcD4zq7fV4AaABAg,"Since when is 5-10 days typical, or even mild, for the flu? I work at a preschool and the flu went around a couple weeks ago, majority of us were only sick 24-48 hours",0
UgwMMuc37SxEwq9w86N4AaABAg,I hope you get the same experience with the flu shot I did. Wheelchair life is no joke the shots are cruel,0
UgyDbP-x3R3-n454YL54AaABAg,I'm a scientist working at a vaccine company and we're right in the middle of starting up a new cell-line plattform to replace the embryonic fibroblasts platform😇😇,0
UgyVxnm8PZ91j7ue6h14AaABAg,How can you say this when the flu shot literally has all the active flu viruses for the year in it😂. Ya ya. They re inactive. The components are still now in your body when they weren’t before.,0
UgzXaH545BvFjTeTSyh4AaABAg,"Do people really think that a private corporation is preocupied with their health?? What a naive belief... they only care with their profit, if some people die or get seriously injured they can care less. They have a free legal pass to kill us all and you cant even sue them because the law doesnt allow. A license to kill............",0
Ugyaes4MqfQsmV0jBw14AaABAg,This is stupid.,0
UgyVUN17JApzmyBfYRN4AaABAg,Never had a flu shot and never had the flu. Knock on wood. I'm glad the vaccine exists for vulnerable individuals. I will take my chances however.,-1
UgynkWHufI-gcbHuSpR4AaABAg,I'm not a fool. Keep it for yourself.,0
UgxMgD36SG_Auk_mpAF4AaABAg,Who knows Eggs. Inc?,0
UgxkRwFz2ZLnNLIufC54AaABAg,The BBC should climb out of the journalistic gutter,0
Ugy36WzgHGK8MekL9kV4AaABAg,He forgot to say that that yearly flu shot contains mercury. Other vaccines contain traces of mercury but not the ineffective flu shot.,0
UgwX6yicUsrjmusL8Vt4AaABAg,i have never had the flu shot since the one time my husband and i had it and we were really sick for 3 months.,-1
UgwSjiUOJCZ0bfmdWlt4AaABAg,I have never had a flu shot. What is the flu?,-1
UgwdfUsSgBHLKODlTxV4AaABAg,No vaccines for me.,0
Ugyr5WCVqvLFX4HMwGN4AaABAg,Id rather them come up with an advanced way to use CRISPR CAS…just edit my shii and keep it pushin,0
UgznW9-wglOgrbsqm2t4AaABAg,Bro got lucky,0
UgwTETYqdiXlWuZyhOR4AaABAg,Just got it this morning. 13 hours later feeling weird,0
Ugwdbo13bv79Ex6JstJ4AaABAg,Yea i have a allergic reaction to flu shots😭😭😭😭👏👏👏,0
Ugx42loOYLLQMlgyvD54AaABAg,"So,is it ""safe and effective""? Unlike the clot-shot?",0
Ugy3oMBUai_mB4Nyfrd4AaABAg,Thank you Doctor. We need to know. It’s probably just like the Canada Bridge. Some other drug company bribed trumpf.,1
UgzL9YOGjQfm-UNNa4N4AaABAg,Good little doctor 😂 Here is your cookie 🍪,1
UgyhK2XtuLnysDaziiN4AaABAg,WHY is the Trump administration making business more difficult for drug companies & vaccine companies? And cozying up to other industries.,0
UgwzbLQ4m4PC_nKBO5h4AaABAg,"POISON. And when big pharma gives flu shots for free... well, you become the product - when does big pharma give anything away? Never - unless they'll make money off it years down the line. Many years ago I thought TED was going to be a good thing - but over time I have never seen so many frauds and corrupt people doing TED talks.",-1
UgzffCLTh4MZV1WOvl94AaABAg,"Thursday July 21, 2016",0
UgxWit-kOui3l_y0q5Z4AaABAg,I have to say; he looks older than 42.,0
Ugxb7H31eTG8E-L2nAx4AaABAg,When I hear influenza I think of Edward Cullen! ❤😂,0
UgygrKdWywP73PV-HEt4AaABAg,"I’ve had the flu twice in my life (29). It was really bad but I got over it in a week of bed rest. I asked my doctor if I should get a flu shot, she said I could if I wanted to, but given my health history and age, she doesn’t really see it as necessary and that I’d likely have mild flu-like symptoms after the vaccination so in my case she didn’t think the positives outweighed the negatives. She has a more conservative approach with drugs, only using them when the benefit truly outweighs the risks and focuses more on naturally maintaining healthy lifestyles rather than just pushing drugs as first line treatments all the time, unlike most doctors nowadays. She gives my parents flu shots every year though because they have multiple health issues and are older.",-1
Ugy8G5Udx0nlT0V_-fp4AaABAg,"Just do what’s right for you based on your experiences and I’ll do what I know is right for me based on my experiences. I took the flu shot every year since it started until 2017, and I was sickern’ hell every winter. I stopped that BS in 2017 and suddenly came down with a rash of 8 years of extremely good health (so far at this point in time). The greatest blessing that came out of my taking the flu shot & the experiences and lessons it taught me was that it was so easy for me to leave the COVID Bioweapon death jab alone.",1
UgxC0FaCxkONhQ_EcvF4AaABAg,If his obesity was mentioned that would be called “body shaming” and the person who showed concern about it would be shamed😑for being judgmental.,0
UgxCRxuNJt_cA3a6aep4AaABAg,"as soon as you can tell me if the side effects will kill you , and the flu probably won't .",0
Ugw0xc4nrZEkqWcSV6l4AaABAg,"Can/will someone answer a simple question, I understand that A flu shot is but one type/strain of flu administered, apparently there are over 200 different strains of flu, SO, HOW DO THE HEALTH PEOPLE KNOW WHICH STRAIN TO INCLUDE IN A SINGLE SHOT?",0
Ugy28FdvAXuxyhK8nih4AaABAg,It's not safe for anyone,0
UgwEv-yAZotyXRwnCiZ4AaABAg,I agree,0
UgxxGntJHoA8mZzNvgF4AaABAg,Nobody trusts doctors anymore and we aren’t gullible anymore to believe you because the elites have already put it out there that they want to depopulate the world using vaccines! That’s why The Most High gave us our immune systems. SATAN IS A LIAR!!!,0
Ugz-1muwuFBo5oIR_MB4AaABAg,"Every single time I get a flu shot, I get sick for a couple of days. Muscle aches, tiredness, slight fever, light nausea. But I still get the shot, because there's a few times I didn't bother and I got the full flu. It was 10 times worse. Get your shots people.",-1
UgwkSJ8cGTnMmALlbAt4AaABAg,No thank you.,1
UgwR54U-Q1y1AbFBiAh4AaABAg,"This video was cool but did you know if you follow my twitch you will get one 1-3 hour long vid once or twice a month, it's Stormraider82, sorry for the generic name",0
UgyT0kxJCXHJwqoLyEV4AaABAg,first time i’ve been injection age of 56 flu job and i am really an well temperature 38.2 and i am copd i hope next year not so bad,-1
Ugwpg-O9eMKi52QTgxV4AaABAg,I won't get the COVID vaccine since it hasn't been thoroughly tested (i.e. for more than 10 years) but I'm an advocate of the flu shot. It saved my 90+ mother (she only had a mild case).,1
UgxfZbAoI962B65-z6N4AaABAg,"""Correcting vaccine myths may not be an effective approach to promoting vaccination"". Those vaccine ""myths"" are typically the truth ... yet because of the captured media (which Pharma has control over), Doctors, the Government and related agencies, that ""truth"" is suppressed and/or skewed.",-1
UgxVCo5MpyeiE68-zSB4AaABAg,Ciara Inlet,0
UgyWm3axjkIrX9n0y254AaABAg,Welcome to the destruction of public health in America. It’s so disheartening.,0
UgzRvSJnFEb8LptpXVV4AaABAg,Not all ingredients are given not all side. Effects and reactions are given the ads are for sales,0
UgxP3w_hzcjT0nFz1514AaABAg,Yes there is a way.... People are wiser more and not falling for the medical propaganda scams anymore 😎,-1
UgyOhsimESSh-lWCPK14AaABAg,I’ve never taken a flu shot in my entire pathetic life. And I rarely get the flu. Maybe like once every 3 years and colds like once a year.,-1
UgzBZavWwTPr0VmKtY14AaABAg,"We don't want DNA recombinant or mRNA vaccine that is going to cause inflammation and continuously overwork the immune system, making the person contagious. . We want the ones we used before that doesn't cause inflammation and not going to make someone a walking germ. Your fragments that you inject dead or alive are proteins that cause inflammation in the brain and everywhere else. That is harmful. Inflammation is very harmful and cause ppl to suffer! Keep your technology !",-1
UgwFRlzCS6qSn4wG2fh4AaABAg,When JFK Jr. comes back i hope he kick RFK Jr's ass.,0
Ugwkg3UKHIeZLLfkz8R4AaABAg,as an American senior can i get it in Canada? i'll pay.,0
UgxA5y0-stCsPYwRPmB4AaABAg,Natural immunity is what we have always done and strengthens our immune system. Why risk having vaccines there not 100% effective.,0
Ugxa80tuFjixkDhyXmB4AaABAg,"AND what wasn't covered was the preservative used in most flu shots: aluminum sulfate. It's all online. Research the drug company of the flu shot you are getting. It's in the specs, but you may have to scroll a bit to find it, as well as all the other stuff they put in it--no thanks!!!",-1
UgwyaI1DyHqRXLQMsQ54AaABAg,I took the shots in order to save my job. I have never gotten so sick in my entire life. I haven't been the same since.,-1
Ugz7v0K8QN9pVeJIA6B4AaABAg,Never had the flu vaccine and never gotten the flu. Never getting ANY vaccine,-1
UgzpgLmp381aC5bd9v14AaABAg,"is it good to combine ""Training"" your imune system with vaccines?",1
Ugx_SjWCjsTDwSB6R6B4AaABAg,Propaganda machine hard at work as always 😏,0
UgzGXzVNbXOXwyi8muF4AaABAg,"I’m proud of Dr. Greger and his team for producing this video. It’s so important to get this information out. Vaccine hesitancy is NOT unreasonable. So giving people real, science based evidence of its benefits is really important.",1
UgwWVg-bk2ugz6hE6uh4AaABAg,"My doctor recommended I don't get the flu shot because of the medicine I'm on. Should I still get it? My doctor said I shouldn't, but all these ads and media keeps telling me I need it.",-1
UgwkHu3K29feI9FPuBp4AaABAg,Old Worm Brain likely has his hand in this. He is probably mixing us up some bat guano to take instead.,0
UgzclSnkqf3Y5L8KkIZ4AaABAg,"1935 world's leading child psychiatry expert Dr Leo Kanner wrote 1st ever 500 p. book on subject. He made no mention of autism because it was unknown. 1943 he announced discovery of 11 cases unlike anything before. Autism then 1 in 10,000. Now with increase of vax is like 1 in 100= 1%!!! Autism is man made. IF it were genetic as vax makers say, it woulda been noticed long before 1943. 1st cases were from wealthy families who could afford/did vax. 1st cases in Japan 1945 with mandatory vax laws.",-1
UgzcuMXZyyOq9VHY5pZ4AaABAg,BUFFALO CHIPS,0
Ugxen4owE69XQhImm_J4AaABAg,"Howcome then i never got sick before moving to USA and every year that i got flu shot, right after that i saw flu symptoms. Either right away or few weeks later i got the flu (not every year though but most of the years). If Flu shot is to prevent flu or make you immune how am i only getting flu after the vaccine...???",-1
Ugx_BDLYWCn0VORFH_14AaABAg,Very good info. I feel most fortunate despite a bit of a belly (beer) I take lithium and no other meds. I've never had a flu jab or the offerings. I am 66 and touch wood remain pretty fit.,-1
Ugzwv_ApqSSdQzBHokh4AaABAg,Here because i've just took my annual flu shot. i was one of those from the other camp before i got my first one last year. Yeah say all you want about how this is all about profit and it doesn't work etc... i've got my first flu shot last year and for the ENTIRE year i haven't got a flu / cold. The most i've gotten was a scratchy throat with alittle mild runny nose. Coming from someone like me that gets sick every month or when any asshole sneezes beside me... yea this works. I'm sick of getting sick from walking pass an irresponsible idiot who just sneezes anyhow.,0
Ugx3wQZicnbjux0lteN4AaABAg,Are the flu shots MNRA technology?,0
Ugw8YPurjV_H4_v_aUN4AaABAg,"Nope, you just don't need it.",-1
UggAkk8zWhmo2ngCoAEC,You guys make some amazing videos.,0
UgwGtnaUSp-rTjAhECt4AaABAg,2 months after getting the flu vaccine my arm is still so sore that I have changed some of my activities. I don't think I will get it again.,-1
Ugw5vdwrUz1NtEXU7jl4AaABAg,"How is this information ""Nutrition Facts""?",0
UgzHlzQ8HHuRV_iH7SR4AaABAg,"I am getting a flu shot tomorrow. I have never had one and scared. I have heard it makes you sick, and also heard you can have a reaction to it and die....anyone know if that is true?",-1
UgwevK2V7SwPvW_cDJZ4AaABAg,Could i possibly get a little sick from the flu shot? Just got one in school up the nose and my head started to hurt alot and yesturday my throat started hurting a little now the same now and im always tired and i just woke up from another accidental nap and now my nose is blocked 🧍‍♀️ oh well it will go away soon,0
UgzSgX3m-bpHnqA6tl94AaABAg,Everything he said is very true. The flu vaccine is based on what just happened from the southern hemisphere every year.,0
UgxJnjYYyax_9-89JDx4AaABAg,Fraud!,0
UgwGnMUYB2ZLwjXCe1N4AaABAg,"Got the flu shot August 29th 2025, I have never felt more sick in my life. Against my better judgment , my doctor ( who I trust and like very much) convinced me to get the flu shot. I'm sure she has nothing but good intentions but....there has to be a greater force behind this. FDA ... CDC??? I am not a conspiracy theorist by any means but my gut is screaming at me. I can't even explain the horror I'm going through right now. If this is somehow a coincidence I would be shocked. Again, this is nothing against doctors, nurses and those in the medical field, as most are superheroes in my eyes. Please, listen to your clients..... if they are coming to you in numbers telling you something isn't right... Listen to them. Some of my symptoms are head tremors, terrible hacking cough, food is repulsive; tastes rotten. Extreme dry mouth, fever, sweating profusely through my clothes, aches throughout my lower back. I can keep going but it's a bit TMI. I want to just ☠️ ☠️ ☠️ at this point. If anyone else has gone through this... please share. I would help me to not feel so alone. I've been to the doctor twice in one week and am going back again tomorrow. The last after hours doctor who saw me made me feel insane. I could visibly see he was frustrated and didn't believe me. Mind you, throughout my time here on earth , I have barely seen doctors except for routine visits so I'm not hysterical or a hypochondriact. I was perfectly fine and in good health previous to this shot. This is going into the third week now, symptoms have progressed . He prescribed a few medications that only made my ailments worse. Again, I do NOT blame him. Yes, I wish he would have been kinder but i do not think he is the culprit and I understand most doctors stand by the flu shot wholeheartedly. I've written a lot, I apologize but I really needed to get this out. Do you think this is coincidence or directly related? Thank you in advance...please be nice 🫣❤",-1
Ugw3NOCDb0h_rEgLy1N4AaABAg,Save this video to your treasure chest 🙂,0
UgylRdNYYlFUH5dK5TJ4AaABAg,The funniest thing about not vaxxing; those sociopathic politicians that tell you not to vaxx; have their families vaxxed! 🤔,-1
Ugwahv7x33R5iI3Q_Uh4AaABAg,You can't make a vaccine for the flu or coronavirus! They mutate too quickly! Why are people so stupid?,0
UgzscruQvFdG4ouerT14AaABAg,U dont,-1
Ugzc_dPhDjugj25_SPN4AaABAg,130 research papers on the downside of vaccines:,0
Ugzv-RBHbWp1oJEPavJ4AaABAg,LOST TRUST??... YOU NAILED IT..TRUST HAS BEEN GONE FOR DECADES WITH ME...,0
UgwfWn7GtM6GrywM07x4AaABAg,SHORT ANSWER......NEVER💯💪🏻🇺🇸,-1
UgzojYrAgP2IoVS6Vi14AaABAg,Sounds like a move to decrease the over 50 population.,0
UgzTUNITA-PT6jPWI9x4AaABAg,"After the covid clot shot, I am done with being a pharmaceutical guinea pig.",-1
