text_clean,label
Dude u were taught a lie like us,-1
I haven't gotten a flu/vaccine since junior high school. I've only received a single tetnus shot in 25 years. still good here,1
No thank you. I have 2 autoimmune diseases & have had severe ADRS from vaccines.,-1
Anybody still getting any shots ESPECIALLY covid shots or flu shots is bugging. They kill people!!,-1
"oh please,,,my mother passed away at 93. Every year she got her flu shot, she never go sick. When i grew up we all got free vaccine shots for various diseases, we would get them in elementary school. Nobody i know ever got sick, or had a kid with autism. My high school was over 3k students, i was not getting my flu shot or covid booster due to being lazy, sometimes i enter poker tournaments and i was getting sick all of the time. So i go my updated booster and a flu shot, i have not been sick in 1 years....Maybe very few people get bad reactions, then just do not get it anymore. I do not know anybody who has died from any of the shots. But i have had a few friends who passed away, and they were always sick and anti vac",-1
Now show the efficacy of the flu shots,-1
"Ever since I stopped taking the flu shot, I haven't got sick with ""the flu"". My doctor says that's because it's a different flu strand. Well WTF didn't you give me a flu shot for that strand. He also said, well it's because the people around you who do get the flu shot protect you. We'll keep getting that flu shot people and thank you.",-1
"I had the flu when I was 17, and missed 2 weeks of school. I remember how horrible it was and never want to experience that again. I took ampicillin prophylactically and it was the first time I ever took an antibiotic. Flu shot for me 100%",1
"Hey Dr.. Yoo is that really you?? Im Zack , paramedic firefighter . Dude broth😢 i love😂you and ur teaching videos. . Im 43 and leaving the fire service to start Pa school in Loma Linda hospital Soooooo well see? Deffinetly stressing me out ahhaha.",-1
"Last year was the first year I didn’t get the flu jab. I got flu in December for 3 weeks. I had one of the worst asthma attacks of my life. Luckily my husband was around to call an ambulance because I was unable. I also have cfs. I’ve been almost bedbound since. I’m still unsure if this would have happened either way, but I do regret not having it. I very rarely, in fact can’t remember the last time I got a cold. But whatever this flu is that’s going round where I live right now is absolutely savage.",-1
"At the end that shoot is a placebo, keep a lot vitamin c when you going to get sick, camu camu fruit suplement have the most vitamin c on the planet. No vaccine none , expecially on this tricky times!",-1
I haven't had the flu in 44 years but back when I did it didn't last 7-10 days. WTF,-1
No Thanks for shot. Our body dont need that! We dont know that you use to our body.,-1
"Those who were vaxxed with flu vax still get flu or die with other disease they got from vax. Don't buy this lie. This is just promotion, a fear campaign. Focus on your immune system, you get flu, you'll be down for days but you recover. NO VACCINE IS SAFE. IT IS A BUSINESS MODEL NOT A HEALTH PROTOCOL.",-1
Do they update the vaccine every year to fight new viruses? I feel like it’s the same,1
"You have one doctor on the internet saying get the flu shot. Also, you have one doctor on the internet saying NEVER get the flu shot. Maybe that's why they call it practices medicine? 🤔",-1
"I am happy i got flue shot ,never ever get cold amd caught, ots been 4 years now,goobye cold and caught ❤",1
Should we wear a mask when we are around others.,0
No thanks. Keep your black magic to yourself. Lets root for natural selection,-1
"Yeah, I AM SURE. Don't even start mr. MAGA. Been in the hospital twice for covid... those shots brought me back to life HALLALLUJAH!!😜🌹🌈💥",-1
Now mention all the other toxic ingredients in those jabs,-1
Man bs I never had a flu shot and never had the flu lol these people crazy,-1
Never would I get another flu shot! It’s been over 10 years without one and my health has been better than ever I haven’t gotten sick in 3 years! The shot is a scam trust your natural immunity with natural herbs!,-1
HOW can they have a Vaccination for Flu BUT CANT CURE the COMMON COLD ! 🥶,0
"When my son was 6 years old he yelled in the middle of the night crumpled on the floor, “MOMMY I CANT WALK!!!”;His dad and I swooped him up up and rushed to the emergency room, his body now limp in my arms. I swore he had something like polio or meningitis! The dr told us that he had the flu. I asked WHAT THE HELL KINA FLU IS THIS?. he replied, the real flu. This is influenza! he was in hospital for seven days getting hydration because the fever was so high and was sick for fifteen days straight. Ever since since he was a child HE ASKS to get the flu shot. We all so in my family. I never saw anything like it!",-1
No shot for me. Thanks though.,1
No thanks. Ill pass on that flu shot especially now that they are probably sticking mRNA in there. Never get any vaccines...older...never been sick a day in my life other then way back in my 20s... i took one flu shot and almost died. Supplements and Peptides and organic food only.,-1
"Flu shots just like the Covid shot does not stop anyone from getting infected , i refused and still refuse to take any because it made me sick years ago when I got it and ive not been the same since I got the covid shots . Never !!",-1
"With all theses/// P.0.K.E.s since birth///// our immune is S,H,0,T!! Natural is the way to go!!",1
I get the flu once every 5 to 7 years. I think all the people around me that get the flu shot 💉 actually provide me with mini inoculations from their cooties.,-1
Blue medical scrubs pushing a big Pharma product that has never worked - opinion disregarded.,-1
"The last time I had the flu, after 3 days of extreme symptoms, I was taken to the ER. Since then I get an annual flu shot.",1
"Flu shots now contain MNRA Same failed process as the safe and effective disaster "" do your research first """,-1
"Idk man, I read where the flu shot caused asthma conditions. I was starting to have asthma after a lifetime of no problems with it after several years of getting the flu shot. I decided to skip it and see and my asthma went away.",1
"So, we use the people from the southern hemisphere to develop the shot, but they don't get a shot? How does that work?",-1
"I had influenza for the first time in my 40s. I’m sure I caught it in my work as a physician. I’ve never been so sick in my life. Honestly, without the vaccine, I’m convinced I would have been hospitalized, or worse. It was awful. My 21 yo vaccinated son had it this season, and he also says he’s never been so sick. He is a healthy, military.",-1
I'm not anti vax but I'm anti all the extra ingredients they put into them. I got very sick from the flu vax when I took it years ago and decided not to get it again. They need to clean up the ingredients.,-1
"I still have a cough and wheezing and lower rib pain from Influenza A that I got the weekend after Christmas 2025, 2.5 weeks ago. I had a fever as high as 103.5°F. It's true what they say about telling the difference between a cold and the flu: A cold may drag you down a bit, but the flu will make you shudder at the very thought of getting out of bed.",-1
I hear you however that’s not the whole story - let’s talk about how many people actually disappear from the actual vax - let’s talk about natural immunity and natural remedies etc,-1
No thanks,-1
Shoot looks like my post sighting -27% efficacy of the flu vaccine got deleted,-1
"Hey Dr, too. What was last year’s flu efficacy percentage period. A well designed study demonstrated that it had -27% efficacy. Now I’m not a fancy Schmanski doctor like you but negative efficacy sounds pretty bad. We know that it doesn’t stop transmission and if it’s -27% effective that means it’s causing people to get the flu. Now, if I’m 75 years old, diabetic hypertensive and history of coronary arteries disease getting the fucking flu doesn’t sound too good. So why would I take a vaccine that’s -27% effective. Sounds like that’s gonna fucking end me up in the ICU.",1
I’ve never had the flu shot or flu and i’m 51yrs young! knock on wood,-1
Hell will freeze over first. I had H1N1 and previous influenza infections - I also gave this thing called an IMMUNE SYSTEM - which works really well. When it stops working… I’m not meant to be here.,-1
"If I don’t get the flu shot, I don’t get the flu and if I get the flu shot, I’ll get the flu and sick in bed for days!!! so what are you doing?",0
50?? So we're relying on the flu shot with the odds of flipping a quarter 🤔,-1
"Yeah take the risk of a vaccine to end up with some other disease. That is rare, so rare.?? The risk you take is better than the flu which goes away after 5-10 days anyway. Mmmmm kind of plays with your head right. My immune system will take care of it but thanks Doc for your advice. I will considerate it one day.",-1
"In my country, flu vaccination is not that common. Only children vaccinations are covered by the national healthcare. However, i was diagnosed with ILD and now take the yearly flu shot paid out of pocket. I just feel safer this way.",-1
"What do you say about the fact that the shot does not, and cannot cover all of the strains of flu that are out there?",0
Nobody trusts doctors anymore and we aren’t gullible anymore to believe you because the elites have already put it out there that they want to depopulate the world using vaccines! That’s why The Most High gave us our immune systems. SATAN IS A LIAR!!!,-1
Thank you doc. I’ll never forget the effectiveness of the polio vaccine in the 50s era. I am personally convinced that a great component of it’s power was that Dr. Salk refused to profit from it. “What is from the heart goes straight to the heart.” PWG,-1
Listen to doctors and you too will die. Flu man made along with everything else that they have vaccines 4.,1
Flu shot also contains Covid shot,-1
"The flu shot almost killed me , without my permission they injected me while almost dead from food poisoning- don’t trust man ever !",-1
Thank you for this video. A colleague did not vaccinate her 4yr old. She got the flu and died. I just don't understand why people don't trust science. I get my flu shot every year as soon as it's available.,-1
"Just because its 1 in a million , it doesn't mean it wont happen to you . Saying the risks are lower doesnt mean much considering they hide the risk factors from patients who don't know any better",-1
Complying is death The 🇩🇪🇺🇸 Scarecrow is in the house !!,-1
Children coming up with Turbo Cancer and death,-1
Vaccines do not work Quit giving vaccines to new born the greatest lie ever told is that vaccines are safe and effective Bullshiza lying liberal Democrat propaganda,-1
Don't comply with poisonous Covid 19 vaccines,-1
I have never had a flu shot. What is the flu?,0
screw vaccines.,-1
Wouldn't take any advice from them period,0
The flu shot is not a vaccine,-1
"RFK JR is not a doctor, a scientist, or educated in this field.",0
"Here we go again, round and round, yes it is , no it isn't, do it, dont do it, its safe, its not safe, BLA BLA BLA BLA",-1
"""RFK JR"" CRACKPOT CHUMP HIREE WORST ADMINISTRATION EVER *8 6 4 7 F D T ! F J 6 !*",-1
My kids and I have not taken the flu shot since 2008 this news says alot,-1
"They (MDs) are scratching their heads because they are not going get the $$$$ kickbacks from the pharmaceutical industry that they are used to getting for pushing useless, dangerous vaccines.",-1
"Trust the CDC and the doctors. Vaccines are good for you always. Where have we heard that before?! Wake up, people! 🙃",-1
Thimerosal is mercury,-1
I THOUGHT THEY WERE GOING TO RELEASE NEW RECIPES FOR ROAD KILL THAT CONTAIN NO BRAIN WORMS.,-1
I don't trust a word from this MAGA cult government or it's idiot lackies.,-1
"For example, human immune system saves how many lives eache year?",-1
"E’ vero che ripetendo migliori di volte una bugia questa diventa realtà… e voi lo sapete… Ma sapete vero che il mondo è grande e che non siamo imbecilli??? Potete comprare tutti e tutto con i Vostri soldi, la VERITÀ purtroppo per voi non si lascia comprare",0
Una falsità dietro l'altra! È iniziato il vostro decadimento OMS dovete farvene una ragione,-1
"Veleni, veleni, veleni🎉",-1
"Siamo cavie , ci usano per i loro esperimenti , il nostro sistema immunitario è capace di aiutarci senza mettere delle sostanze nocive nel nostro corpo , In Italia un bambino dopo pochi giorni dalla sua nascita viene vaccinato , interferendo con il suo normale sviluppo del suo sistema immunitario, è una violenza verso il futuro delle nuove generazioni , si vaccinano anche se le malattie sono scomparse , quale è il senso ?",0
Non ci penso proprio 😅 Grazie mille per il pensiero 🤭,-1
Per carità smettetela di dire bugie... 😡,-1
Tutta robaccia tossica,-1
"Come sempre, anche no !",-1
Vergogna!!! Pubblicate gli effetti avversi invece che nasconderli!,-1
Oms industria che produce fragili?,0
"Ho sempre saputo che le febbri sono la guarigione, infatti le rare volte che l'ho presa dopo stavo molto meglio",-1
Più insistete con le bugie e più perdiamo fiducia nella medicina,-1
Lies...Lies...Lies!!!,-1
"L'i fluenza è sempre stata influenza ,un pò di coccole,latte caldo,miele e riposo ,basta questo !",0
Ma ancora queste falsità. Potete fuggire alla giustizia umana ma non a quella di Dio,-1
"Tutto business, sulla nostra pelle!!!",0
"Speriamo che sempre più gente si svegli ed inizi a ragionare col proprio cervello! Mai vaccinato, raramente ho preso l'influenza in 60 anni. Il ragionamento è semplice: il nostro sistema immunitario è programmato per affrontare e contrastare qualunque ""virus"". Se gli confondiamo le idee iniettando schifezze pericolose, certamente non funzionerà!",-1
Quante bugie. Ho visto solo peggioramenti nella salute delle persone che cominciavano a fare l'antinfluenzale. Un'amica che lavora per una casa farmaceutica dice che è l'ultima fonte di guadagno di quest'ultima. Fior di primari che conosco lo hanno rifiutato ridendo. Smettetela.,-1
Queste sono truffe da codice penale.,-1
Scegliete di vaccinarvi su consiglio e quindi ogni anno! oppure non farlo mai. E stare bene grazie al vero e unico sano riequilibrio dell'organismo.,-1
Lies lies lies. Oms = lies,-1
Anche no.....,-1
Non rischieremo di diventare troppo sani??😂😂😂😂😂😂,0
Fraud!,-1
Mia madre dopo il vaccino antiinfluenzale è a letto per un grave stato infiammatorio diffuso...bugiardi!,-1
Una vera Merda che può danneggiare in modo molto grave la salute di chi si inietta questa acqua di fogna,-1
Ho 66 anni. Mai fatto mvs.antiinfluenzale e ho fatto 2 influenze. Giorno 6 in tutto in 20 a casa.....,-1
Non capisco perché dovrei evitare un influenza. La malattia è la modalità di difesa del nostro corpo per eliminare le tossine. Se non ci ammaliamo le accumuliamo e poi sì diventa grave. Questi ci vogliono malati cronici o morti.,-1
No comment,0
Always lies...,-1
"ci sarà un'altra ennesima era glaciale è per questo motivo che spingono gli addormentati a vaccinarsi, fanno un po' di spazio................................... alla faccia della loro demokrazia.",-1
Not true!,-1
"SÌ Sì, caldamente raccomandato! Ringrazio per il video! 🤥 🖕",0
"These kind of vaccines for these kind of virus can't stop the spread.. and you can get the influenza even if you're vaccinated such as for covid vax. So don't spread fake news.. or I have to believe that, finally, someone has find the way to vaccine for a virus who always changes? Really? Are you serious? Maybe it would be better if you say the truth.. that your owners want to sell more and norr vaccines to get more and more money again.. isn't it? Shame on you",-1
Continuano ad avvelenare la gente ingenua ponendo le basi per la resilienza nei confronti di tutte le istituzioni,-1
Ma neanche per sogno,-1
Ma non ci penso proprio e comunque il vaccino antinfluenzale non immunizza e se lo si prende infetti gli altri.,-1
"no, grazie. Meglio rischiare l'influenza che gli effetti nefasti di un vaccino che tanto non la evita...",-1
Voglio che il vostro cuore si risvegli!,0
Bill Gates perché il siero genico sperimentale è ancora segreto militare in Italia?,0
Ma per carità,-1
Che schifo!,-1
Ma anche no !!!! Non vedo l'ora di rilassarmi a letto con una bella tisana calda e il gatto a farmi compagnia,-1
"Dal 2019 non faccio vaccino antinfluenzale e dal 2019 non prendo le influenze. Mentre prima ne prendevo 2, 3 l'anno molto pesanti. Ho dedotto che è meglio non fare questi vaccini!",-1
"I haven't had a flu shot since 2019 and I haven't gotten the flu since 2019. While before I took 2, 3 very heavy ones a year. I have deduced that it is better not to have these vaccines!",1
Perché mi avete censurato?,0
"Grazie, anche no..",-1
Vaccinated myself today 😃,0
One a time 😊,0
Thank you for update 😊😊,1
Big pharma-funded liers 🤥,-1
so clearly this is a roll of the dice in terms of protection from the flu. but does the vaccine lower your immunity and thus make you more susceptible?,1
I just want to note how alarming it is to see so many people write disinformation about the vaccine. I can assure you that no amount of facebook scrolling (etc.) compares to the rigorous studies and experts in the field. Your distrust is a symptom of stupidity and not actual hard science. Bring up facts and not just hearsay.,-1
I vacsinated 1first vaccine in the 2nd vaccine i had a had sinose rhinitis chronic i take tegretol,0
I had a flu shot in September and still got a roaring case of Type A Flu in December. Flat on my back for 4 days with all the hideous symptoms. So protection isn't 100% I would say based on my own experience. Wonder if I should go out a get a second flu shot now? And I did definitely have Type A. The identified it in my blood and with a nasal swab.,1
"do heavy metal testing before your vaccine and then after and you will freak.. if you take a vaccine you will get what ever you think your getting protected for, and you will spread it to your family and friends.. a good immune system is the best defense.. any doctor tells you other wise is a liar",-1
The YouTube channel of #drkanayo helped me cure my chronic illness with 14 days of negative herbal medicine. Dr Kay as we call him is one of the best Naturopathic doctors on the planet who has many amazing testimonials,-1
I’ll never never get this or any flu Shot build your immune system naturally,-1
"Do people really think that a private corporation is preocupied with their health?? What a naive belief... they only care with their profit, if some people die or get seriously injured they can care less. They have a free legal pass to kill us all and you cant even sue them because the law doesnt allow. A license to kill............",-1
"Do people think with their head???? If from de age of 20 until 50 years old, how many shots of live or dead virus did you inject on yourself??? Only 30 shots you inject in your blood, does that make sense?? Is that safe??? Wake up.......",-1
How about Covid 19 vaccine? I'm really curious to know.,0
Flu Shots do give you the Flue that is why they are Free - I know because I got it and 3 days later I was in the hospital with Covid19 - just think it could be link to Children Autism - because Pediatricians give the Vaccines all at once along with Flue Shot . I have even known People who have gotten very rare Deceases after a Flue Shot. the Flue shots & Covid19 Shots are the same thing.,-1
Is this an educational video or a commercial?,-1
Kick Rocks pusher leave our kids alone!,-1
"Infectious grooves! In= within! FLU-- your under, some leveraged fire! Attacks-- physical! He has, within issues! He hasn't, breathed once!",-1
Await video about COVID 19 virus / Covid Vaccine / Covid 19 mutation,1
Is it possible the influenza vaccine increases your chance of death from COVID-19? The following research seems to be suggestive.,-1
If I want to stay healthy then I will do so by not injecting a substance into my body. You are like a junky saying they inject a substance because they wish to stay happy.,-1
Can a vaccine corporation be sued for a BAD DRUG¿ Talk about that. Please,0
"Dr. Richard Deth, Ph.D., neuropharmacologist, and colleagues from the University of Nebraska, Tufts, and Johns Hopkins University, published a study linking the exposure to certain neurodevelopmental toxins in vaccines to an increased possibility of developing neurological disorders including autism and attention-deficit hyperactivity disorder. The research - the first to offer an explanation for possible causes of two increasingly common childhood neurological disorders - was published April 2004 issue of the journal Molecular Psychiatry.",-1
My mother took the flu shot every year and I spent most of the winter taking her medicine. I always wondered why she took it. I didn't take it for several years. She talked me into taking it and I felt bad when I did. This is the 3 year I haven't taken one. I didn't get sick at all the last 2 years. This year I'm going to stay home more. I think I'm set for food and water. I'll see how I get along this year.,1
My mother just got one and the next day she was totally out of it like she took barbiturates or some other depressant.,0
"Vaccines are poison! Their is no real vaccine research. The same companies that told us vaccines are safe told us opioids where not addictive. Anyone today trying to publish any paper even suggesting a side effect is going to be tossed out on their ear, it's not real science.",-1
"What is wrong to be home and recover with honey, lemon and tea? If you have healthy and functional immune system nothing happens with you. I wish US health system instead provide importance flu shot focused to educate nation what to to to stay healthy. People have to accept that they just a profit..",-1
"You should get it for safety, anti-vaccine people are bs.",1
Man they sure got it wrong about the side effects and long term harm. All the science is here. Then cruise through the data here.,-1
This guy lies for money,-1
vaccines are awesome!!!!,1
"I seem to be obsessed with the disproportionate number of Americans dieing (US: 97,000, World: 374,000). That’s ¼, but America has only 1/20 the population. Unhealthy life styles could contribute, but not to enough for that difference, overuse or prescription drugs and city overcrowding would also not cause such a large difference. The only thing that a large number of Americans do as routine that is not done as often around the world that could sway these numbers is the annual flue shot. Is it possible that the flu shot works to some degree on what it is intended, but a side effect might be that it weakens the immune system for a new virus like covid-19. A recent court decision went against the flue companies in regard to inadequate testing. Why should they test? They got congress to pass a law that protects them from any law suit of prosecution. Ask yourself why they would need such a law anyway unless they felt there was chance something like this could happen.",-1
"""It's very clear from studies"" performed by people with an agenda",1
My best friends mum got her flu injection. One year she was bed ridden. One year it took to get it out of her system. It effected her so much the actual structure of her face changed.,1
Look at the liars running this world and they are the same now. 60min 1976 documentary,-1
"Vaccines are dangerous, don’t ever take one",-1
Connect now with freedom keepers United find the freedom keepers within each state !,1
"I agree that vaccines are best alternative at this time for most people, however, the ingredients are still questionable...without much research placed on them. For example, did you know that vaccines even today, expose you to the possibility of getting expose to traces of formaldehyde and some antibiotics, (particularly gentamicin and neomycin)? If you don' believe me go to the pharmacy, get the name of the brand and model of the vaccine you will get and look up the ingredients online from the manufacturer. They themselves say it may contain traces of those element's, although the amount is low..Some of those ingredients like the antibiotics can cause ringing in ears and deafness and we are not talking about an allergic reaction, we are talking about sensitivity to some of the ingredients that the vaccine makers keep changing because the last cheap elements they put happen to be discovered to have serious side effects. Again if you don't believe it do a research of flu and ringing in the ears and deafness and watch hundreds of cases pop up. Then you got the preservatives that are put and again they keep changing them... so your research gets a lot more complicated. Putting adjuvants to the vaccine...and putting the immune system on overdrive's risks are unknown, specially on someone that has already a very strong immune system. Flu vaccines need to be redesigned. Too many adjuvants , they are messing with the brain which is what orders the manufacture of antibodies...and you think they know the long term side effects? Still that is all that is available today, and the benefits still outweigh the risks...",-1
"No need for vax. bypass big pharma with gross ingredient flu shot by Taking Herbal ""Oil of Oregano"" at 1st sign of Flu. kills Flu in a day. Tested by Millions of ppl over thousands of years all around the globe.",-1
"Stopped watching at the 3:27 minute mark as the efficacy percentage is incorrect. It likely depends on the vaccine and year but the vaccine insert for Fluval for example shows it is less than 50% effective. The risks are also not well covered at least till 3:27 If you would like to watch a video that shows accurate info to base a decision on, this one is straight forward and not biased.",-1
"I got my flu shot a week ago, I had swelling in my arm that lasted 3 days. Now, I have a full blown flu. Never again will I get this shot",-1
"risks: seizures, fever, headaches, coughs, vomiting, dizziness, hives, paralysis, GBS, benefits: none these videos are deceitful and dangerous. please rethink what you do.",-1
"Since a flu shot is rarely effective anyway, why would anyone in their right mind risk it? Is it worth being paralyzed for the rest of your life?",-1
"Everyone certainly has a choice whether or not to get vaccinated but I would STRONGLY suggest for everyone to do their own research and make an informed decision, using common sense. I have done my research and at this time I will not get any vaccine, for any reason, at any time. Bill Gates, a major vaccine pusher and population control advocate, has been booted out of India for giving a tetanus vaccine to teen girls/ women under 40 years of age. 150,000 of them are now sterile as a result. This is just the tip of the iceberg of the many things I found out. There's an agenda. Do your own research....",-1
Has the flu vaccine gone through a Double Blind–Randomized–Placebo Controlled–Clinical Trial??? Please answer.,-1
"As usual, grossly exaggerate the benefits and underplay the terrible adverse reactions. This video was paid for by Merck and Glako-Smith-Kline, who make vast profits from the flu vaccine.",-1
"Flu vaccine is ineffective and is the most common vaccine to receive vaccine injury conpensation for. I am currently living with a painful injury from it. I would go through two weeks of getting the flu, over the 5 years of agony that I am living through. Please do not get it.",-1
This is pretty science free information. I would recommend listening to a detailed critique.,1
would you be open to evidence that flu shots hurt you,0
Get to the point man bla bla bla,0
"I'm no scientist, but how could anything created by June be effective and ""tested"" as safe by Sept? Or whenever they start administering flu vax? 0% that's ZERO % effective on people under 2 and over 65. At least it comes out near halloween, so I put skull & crossbones on most any posters/signs I see recommending to get those poisons. NEVER had the flu & NEVER will have the shot.",-1
10% effective - lots of neurotoxins - please read something!,-1
What a joke this video is! Blatant lies!,-1
"Seriously - for God sake read some REAL science outside your bubble.. As stated below ""The 2017 Flu shot is said to be 10% effective."" - correct. The following list looks at seven ingredients in vaccines, including flu shots, and why vaccines need them: Influenza viruses. The flu vaccine contains tiny amounts of the viruses it protects against. ... Formaldehyde. ... Aluminum Salts. ... Thimerosal. ... Chicken egg proteins. ... Gelatin. ... Antibiotics. Are you serious!!!! this is criminal!!",-1
"I understand teachers who, in order to avoid controversy, SJW, etc. present ""the official"", non-trigger version of the world. As far as I understand you are not bound by such constraints. Taking into account generally available information indicating possible corruption of the field, I wonder why you present such a simplified picture of the matter. I appreciate your teaching approach (hands and scissors as symbols are great) but lost my confidence in your depth/commitment to truth.",-1
Wait so should you take it or not,0
Flu vaccines are safe?pls reply,1
"The 2017 Flu shot is said to be 10% effective. That certainly changes the risk to benefit ratio of injecting the known neurotoxin Thimerosal (Mercury) that is found in the multi dose Flu shot. The Flu shot also greatly increases the chances of fetal death when given to pregnant women in the first trimester. The flu shot also makes you more likely to get the flu next year and have serious complications. People that insist that ""Vaccines can't cause Autism"" should tell these 263 parents in the video linked at the bottom. Tell them it's genetic, even though there is no such thing as a genetic epidemic. Tell them it is somehow their fault, even though the national vaccine injury compensation program (VICP) has paid out over 3.5 billion dollars. It has paid out this amount even though the system is set up to make it as difficult as possible and take a minimum of 3 years to collect a max $250,000 award. Tell them that injecting toxins at many times the EPA and FDA limits directly into the body and bypassing natural protections couldn't possibly have any negative outcomes. Tell them it is just coincidence, even though the loss of function and the descent into Autism began within hours of vaccinations in some cases. Tell them that only antibiotics, anesthetics, or allergens can cause bad reactions, all vaccines are ""safe and effective"" for everyone at the same age, dose and combination. Tell them it's just coincidence that the vaccine package insert says Autism like symptoms can be caused by some of the toxic ingredients listed on the Vaccine Package Insert. Tell them that there have been no studies linking Autism to vaccines, even though CDC whistleblower William Thompson released a study showing a 340% increase in autism in black males following the MMR in an Atlanta study. Tell them it doesn't mean anything that the US Supreme Court agreed with the Congressional classification of vaccines as ""unavoidably unsafe"". Why not tell them they are just stupid anti-vaxxers, even though they just took their child in to be vaccinated. Someone needs to tell them because they obviously still think ""vaccines can and do cause Autism"". You ca n find more information on the CDC Whistleblower William Thompson at Or. Or by watching the movie ""Vaxxed"".",-1
"Please, do not get flu shot because it can fight and interact with your immune system and that is not good. Just take Vitamin C and Vitamin D and you will be fine. :)",-1
From my understanding in the 70s they had the swine flu vaccine and there was a high incidence of gbs,-1
We treated a patient who had a really terrible reaction to a shot but her condition was the rare one that only 1 percent of the people get. She couldn't walk or even see 24 hours later. The condition was highly alarming to see. I'm a paramedic. You wouldn't even see something like that if you didn't work in health care unless you knew the patient.,-1
Severe Damage caused by flu shot:,-1
"I can tell one thing that's NOT and NEVer has been a risk. You can't get autism from it and you WON'T have an autistic child because you got a flu shot. Antivaxxers get on my nerves. I've only taken one year of college level Microbiology and understood it well enough to know you don't pass autism that way. You also DON'T pass autism by race, which is the stupidest one I ever heard when they claimed their son married a black woman and then the child was autistic. So they deduced that the child got autism from the mixed genes. It turned out the autism came from the white family, which I could have thought was hilarious if I didn't know how silly it was.",-1
wow. this very misleading. From first hand experience there were two cases of gbs in our small county hospital in the past three years. And I like how you say it will result in muscle weakness. what a joke..This disease will ruin your life. The vaccine has at best a 40% efficacy rate in the old and young and even less in healthy adults..I would much rather let my children get the symptoms of the flu then the flu shot..,-1
Very well illustrated & explained! Thank you for that information. After last years flu season im definitely getting vaccinated.,1
"thanks for this,i have just have my flu vaccine this morning.....",1
Sure thing. All of this can be found on the CDC website under influenza.,-1
"Could you post some sources? I know this stuff was mostly drilled into your head years ago, but I'd like to see maybe some medical journals talking about the research you mention.",0
I'm going to do a video on VAERS soon to help explain how these sorts of associations are sometimes found.,1
"Just read this: ""Evidence grows for narcolepsy link to GSK swine flu shot"" found it interesting, but it too is uncommon.",0
thanks again for the info! :),1
Flu shot are dangerous as my partner who died of brain tumour may 2018 in front of me and my mother at palliative care who had flu jab over 5 years.,-1
"Riguardo ai vaccini leggete questo""Notizia bomba: il rapporto ""segreto"" di Pfizer del 2021 declassificato. APPELLO AL RITIRO IMMEDIATO DEL ""VACCINO"" COVID Del Prof. Michel Chossudovsky , 1 gennaio 2026 ..pubblicato su GlobalResearch ca, e decidete voi se sia il caso di farlo.",0
No thanks is all I need to say,-1
One thing I do know… I’m not taking the 2025 flu vaccine… You can stick it in your ass sideways,-1
Give us ingredients. MRNA have is being vaccinated our cattle and chickens,-1
THE HELL WITH ANY VACCINE…,-1
"Big Pharma claims they want to protect us, but all they do is infect us",-1
Ask yourself what happened to the flu during Covid. Where did it go?,-1
"I’ve got a headache and I wanna take some ibuprofen, but it won’t work unless everybody else takes ibuprofen",0
"What you need to know about the flu vaccine is the same thing you need to know about the Covid vaccine, I’m not taking either.",-1
"To TRUCIZNA i nic więcej. Oszustwo , najlepiej jedz czosnek, cebulę , zioła , CDS, EWERMEKTYNA , NAPROXEM.",0
Arschlöcher!,0
w dupie mam wasze zastrzyki 🤣🤣🤣🤣🤣🤣,0
😂lol 😂safe and effective 😅 definitely effective !!!,1
Avoid ALL VACCINES and live,-1
Are you totally insane to talk such nonsense?,-1
"Bs , Bs and more bs ! There's NO such thing as a ""virus"" !",-1
"GET VACCINATED! WE WANT YOUR MONEY. Then go away, we don't care if you live or die.",1
"Good health is the best ""vaccine"". Exercise, eat meat and veggies, get enough sleep. People who get flu vaccines have a greater risk of death. BUT - is it the vaccine, or is it because they are sheeple who don't take care of their health and take every med their greedy doctor recommends and profits from. PLUS; older bodies don't break down many meds as well as younger bodies: you can be poisoned by a med that stays in your body too long.",-1
"Proud of so many vaccine skeptics speaking up in the comments! Vaccines are not magical, they are not injections of fake science ""holy water"" to blessed you with health! Most vaccine believers have done ZERO research, because ""believing the experts is all the info they need"". LOL! For real (not vaccine cult) info, look up all of the vaxes and meds that experts told us were ""safe and effective"" but killed and harmed people.",-1
"What you actually need to know is the newest mutation won't be in this years vaccine in any case, so why bother ?",0
The new FLU INJECTIONS CONTAIN a small amount of MERCURY (NO JOKE!!!!) Just google!!!!!!!!!!,-1
BigPharma pushers 😂 Vaccines kill,-1
"Many lies by the left . You would have never heard of the condition [Covid] if those in senior, adult day care homes were takin care of which accounted for like 85% of deaths . Some thoughts, those masks are for dust, not an invisible virus Hello !!! . Prolonged wearing of masks is most unhealth google it . Children are impervious to the virus as well as teenagers which caused those psychological problems from the lockdown . Lockdown was not necessary for anyone healthy like under 60 as Scandinavian country's showed . There are all kinds of foods, herbs, natural remedies to boost one's immune system google it . Those vaccines caused lots of problems and will be found to cause more as the years go by for many people because of the ingredients !!! . Was mass misinformation as with most subjects in this modern age as a great man of God predicted for our time See Isa 59 : 15 [Niv] bible. Also , Fauci on record in the beginning said it was nothing to worry about . It was Trump who saved millions of lives by restricting flights from China to U.S. when both parties castigated him .",1
Who would have a flu injection or any other poison put in their bodies,-1
"My mums friend got vaccinated for flu, 2 weeks later he was dead with FLU",-1
