tweet_id,safe_text,label,agreement,label_name,char_len,word_len,text_norm
KHAKLPEY,"<user>  Vaccinate your kids, Mike.  <url>",1.0,1.0,positive,41,6,user vaccinate your kids mike url
V08EDQ2W,"Ladies about this measles outbreak do you think the timing of 80,000 unvaccinated illegal kids going to Disneyland might hmmmmm #Outnumbered",0.0,0.6666666666666666,neutral,140,21,ladies about this measles outbreak do you think the timing of 80000 unvaccinated illegal kids going to disneyland might hmmmmm outnumbered
B27UGQI5,Pet rabies vaccines for $5:   The Harford County Health Department is helping people afford rabies vaccinations... <url>,0.0,0.6666666666666666,neutral,120,17,pet rabies vaccines for 5 the harford county health department is helping people afford rabies vaccinations url
X3ZG8C9N,"“<user> Dear parents of unvaccinated child who exposed my cancer-stricken daughter to the measles, thanks! <url>",1.0,1.0,positive,112,16,“user dear parents of unvaccinated child who exposed my cancerstricken daughter to the measles thanks url
5CGHUA5I,"California's measles outbreak is a huge indicator of the outcome placing immigrant children,not vaccinated with those who are. Red Flag",1.0,0.6666666666666666,positive,135,20,californias measles outbreak is a huge indicator of the outcome placing immigrant childrennot vaccinated with those who are red flag
88Z6NYGF,I wanna go to Disneyland so badly and get measles 😍,0.0,1.0,neutral,51,11,i wanna go to disneyland so badly and get measles 😍
T6WBN84U,Immunizations for the kids....all...3...kids...yay...fun. anymore fun n it would be illegal (@ gytnow) <url>,1.0,1.0,positive,108,14,immunizations for the kidsall3kidsyayfun anymore fun n it would be illegal gytnow url
X4QF1CM6,It should be illegal NOT to vaccinate your child. This trend of ignorance is out of control. Whooping cough is a scourge in Cal. as a result,1.0,1.0,positive,140,27,it should be illegal not to vaccinate your child this trend of ignorance is out of control whooping cough is a scourge in cal as a result
QEC5Y5JF,Ted Cruz: 'Of course' children should be vaccinated <url>,1.0,0.6666666666666666,positive,57,9,ted cruz of course children should be vaccinated url
EG1D1MF5,Dig this... #mmr #like #madhatterdc #dj #dc #dupontcircle #fame #photoshop #flyer #dope #midtowndc… <url>,0.0,1.0,neutral,105,14,dig this mmr like madhatterdc dj dc dupontcircle fame photoshop flyer dope midtowndc… url
OK4R0QNO,#ExoticsOnFridays #MMR @ Exotics <url>,0.0,1.0,neutral,38,5,exoticsonfridays mmr exotics url
WQXYM0G7,More parents opting out of vaccinating children <url>,-1.0,0.6666666666666666,negative,53,8,more parents opting out of vaccinating children url
6ICNWCYT,I have a 32 yo autistic child. I'd look at GMO food and water and nuclear waste before I'd look at vaccines #vaccinedebate,1.0,0.6666666666666666,positive,122,23,i have a 32 yo autistic child id look at gmo food and water and nuclear waste before id look at vaccines vaccinedebate
AS3O57SZ,I love mmr I laugh every morning bc of them,0.0,1.0,neutral,43,10,i love mmr i laugh every morning bc of them
56GU2QFM,"AP Disney gave input on measles health messages: As the measles outbreak spread last month, Disneyland executives… <url>",0.0,1.0,neutral,120,18,ap disney gave input on measles health messages as the measles outbreak spread last month disneyland executives… url
BNAFLHC2,<user> I'm b2 he is b1. Does that take precedence over mmr?,0.0,1.0,neutral,59,12,user im b2 he is b1 does that take precedence over mmr
8I4NUWD8,Mashable: Roald Dahl's heartbreaking 1988 letter resurfaces amid current measles outbreak. <url> <user> <user>,0.0,1.0,neutral,110,14,mashable roald dahls heartbreaking 1988 letter resurfaces amid current measles outbreak url user user
SUVZTUYH,"#Marketing #Job alert: Manager Immunization Program Pharmacy Ops | CVS Health | #Woonsocket, Rhode Island <url> #Jobs",0.0,1.0,neutral,117,17,marketing job alert manager immunization program pharmacy ops cvs health woonsocket rhode island url jobs
AECQ8OHQ,<user> chicken pox vaccine for kids fairly new but given due to unnecessary illness &amp; risk of exposing others to shingles,1.0,0.6666666666666666,positive,125,21,user chicken pox vaccine for kids fairly new but given due to unnecessary illness amp risk of exposing others to shingles
GZMU2C4S,VACCINATE YOUR FUCKING KIDS,1.0,1.0,positive,27,4,vaccinate your fucking kids
Q5AD47HI,Can't even imagine how angry and scared parents of too-young-to-vaccinate kids are right now,1.0,1.0,positive,92,14,cant even imagine how angry and scared parents of tooyoungtovaccinate kids are right now
ENW8HKT4,Measles Count Reaches 49 in California <url> #scpick,0.0,1.0,neutral,52,8,measles count reaches 49 in california url scpick
EN9SXBL8,Measles outbreak continues to grow: Health officials say 102 people in 14 states were reported to have measles in… <url>,0.0,0.6666666666666666,neutral,120,20,measles outbreak continues to grow health officials say 102 people in 14 states were reported to have measles in… url
NTCOPL54,How do vaccines cause autism? <url>,0.0,0.6666666666666666,neutral,35,6,how do vaccines cause autism url
KKP8DVLF,#cooties shots (@ Allegheny County Health Department Immunization Clinic - <user> <url>,0.0,0.6666666666666666,neutral,87,12,cooties shots allegheny county health department immunization clinic user url
4DDXUBJU,"Or, not enough ""<user> Kristin Cavallari: ""I've read too many books"" to vaccinate my child <url>",-1.0,0.6666666666666666,negative,96,16,or not enough user kristin cavallari ive read too many books to vaccinate my child url
WTECMV6X,Foe wtf is measles,0.0,1.0,neutral,18,4,foe wtf is measles
6NDGZHTV,Why don't dogs ever get like strep throat or the measles?,0.0,1.0,neutral,57,11,why dont dogs ever get like strep throat or the measles
UEZKC0O3,Getting shorty updated on her vaccines #preventativehealth (@ Metropolitan Pediatrics - <user> <url>,1.0,1.0,positive,100,13,getting shorty updated on her vaccines preventativehealth metropolitan pediatrics user url
E4OHD50S,That's an interesting way to get people to vaccinate their kids... <url>,0.0,0.6666666666666666,neutral,72,12,thats an interesting way to get people to vaccinate their kids url
QK5Y1ZWX,Don't let the schools tell you to vaccinate your children,-1.0,0.6666666666666666,negative,57,10,dont let the schools tell you to vaccinate your children
AA26GWDP,.<user> offers FREE vaccines for Kindergarten &amp; 7th grade students this Sat. from 11am - 3pm at 4 local high schools. <user>,1.0,0.6666666666666666,positive,128,22,user offers free vaccines for kindergarten amp 7th grade students this sat from 11am 3pm at 4 local high schools user
P018KB2T,"Oh, the Irony!  ""<user> ...
""Anti-vaccine megachurch hit with measles epidemic, now offering free vaccinations <url>",1.0,1.0,positive,116,16,oh the irony user antivaccine megachurch hit with measles epidemic now offering free vaccinations url
Q1BFY513,Proof: Measles Outbreak Causesd By Measles Shot: <url>,-1.0,1.0,negative,54,8,proof measles outbreak causesd by measles shot url
6QSFDHZR,And when ten years from now my kid gets the Measles I'm blaming y'all.,0.0,0.6666666666666666,neutral,70,14,and when ten years from now my kid gets the measles im blaming yall
397KZ8J7,<user> very true! Nothing in life is 100% but science shows #Vaccine pros greatly outweigh rare risks.,1.0,1.0,positive,102,17,user very true nothing in life is 100 but science shows vaccine pros greatly outweigh rare risks
Q7YHLAG8,RT <user> Boy Recovers From Autism By Removing Dairy &amp;amp; Gluten. Strong Evidence Links Vaccines to Autism <url>,-1.0,1.0,negative,117,18,rt user boy recovers from autism by removing dairy ampamp gluten strong evidence links vaccines to autism url
IR3JL6I6,Cadillac Pimpin' madhatterdc #mmr #music #mixmasterrod #edm #top40 #throwbacks #tagsforlikes… <url>,0.0,1.0,neutral,99,11,cadillac pimpin madhatterdc mmr music mixmasterrod edm top40 throwbacks tagsforlikes… url
V4MBMSL8,Via <user> Paralympic Champion Makes The Case For Meningitis Vaccine <url>,1.0,1.0,positive,74,11,via user paralympic champion makes the case for meningitis vaccine url
WUDDEO72,Truth. #vaccineswork <url>,1.0,0.6666666666666666,positive,26,3,truth vaccineswork url
GUE4IQDF,"“<user> No one gets the measles, mumps, or  rubella anymore, so learning paperas, sarampión, and rubéola is irrelevant.”",-1.0,0.3333333333333333,negative,120,18,“user no one gets the measles mumps or rubella anymore so learning paperas sarampión and rubéola is irrelevant”
PRX8HJX5,The outbreaks from measles seem to be similar to our worries about Ebola - not good!,0.0,1.0,neutral,84,16,the outbreaks from measles seem to be similar to our worries about ebola not good
3CC7WYOV,“<user> See you all next week for #MadMen #s3e9 #mmr” <user> 👍,0.0,1.0,neutral,62,12,“user see you all next week for madmen s3e9 mmr” user 👍
BB3VTASM,Wivick had so much fun with all the fur babies at <user> today! They offer low-cost vaccines… <url>,1.0,1.0,positive,99,18,wivick had so much fun with all the fur babies at user today they offer lowcost vaccines… url
YK8X714L,“<user> Everything you want to know about measles. --&gt; <url> #WHAS11”here's a tip: vaccinate your kids,1.0,1.0,positive,105,16,“user everything you want to know about measles gt url whas11”heres a tip vaccinate your kids
YFK817S9,"<user> Herd immunity is for too young or immunocompromised to vacc. Vaccines can have side effects, but so do cars: relative risk is low",1.0,1.0,positive,136,24,user herd immunity is for too young or immunocompromised to vacc vaccines can have side effects but so do cars relative risk is low
0VE4NWWQ,"Measles Outbreak Hits Texas Church That Preached Against Vaccines - <url>
Maybe they should have another talk with God.",1.0,0.6666666666666666,positive,119,19,measles outbreak hits texas church that preached against vaccines url maybe they should have another talk with god
779XWY13,"“<user> average, people who complain live longer -Releasing this tension increases immunity and boosts their health<user> 😂",0.0,1.0,neutral,123,17,“user average people who complain live longer releasing this tension increases immunity and boosts their healthuser 😂
9B8XIIDM,"MT <user> One thing we are most certain of, the #measles vaccine is safe and very effective. <url> <url>",1.0,1.0,positive,104,19,mt user one thing we are most certain of the measles vaccine is safe and very effective url url
4R2WLOLE,"it wasn't already there...? RT <user> Sick Quebec tourist may have spread measles in OOB, Saco last weekend, health officials say.",0.0,0.6666666666666666,neutral,130,21,it wasnt already there rt user sick quebec tourist may have spread measles in oob saco last weekend health officials say
KQGB9LP1,Via <user> Immune amnesia...Scientists Crack A 50-Year-Old Mystery About The Measles Vaccine. <url>,0.0,0.6666666666666666,neutral,99,13,via user immune amnesiascientists crack a 50yearold mystery about the measles vaccine url
1G5X7MV7,Measles cases rise in New York City as health department urges vaccinations for 'highly contagious' virus: The... <url>,1.0,0.6666666666666666,positive,119,18,measles cases rise in new york city as health department urges vaccinations for highly contagious virus the url
IUAC8NR4,"This book is dangerous idiocy. ""<user> Did you see antivacc picture book that equates measles w/chicken pox? <url>",1.0,1.0,positive,114,18,this book is dangerous idiocy user did you see antivacc picture book that equates measles wchicken pox url
OGRM5LUK,They hate what they don't understand fear what they cant conquer....   #MBS #MMR #RRR @ MeanBoy Masion <url>,0.0,0.6666666666666666,neutral,108,18,they hate what they dont understand fear what they cant conquer mbs mmr rrr meanboy masion url
HBDBBVJP,Vaccinations for the kiddo :(,1.0,0.6666666666666666,positive,29,5,vaccinations for the kiddo
110GQQQJ,"Measles outbreak: Different states, different rules on vaccinations: The rash of measles cases across the country… <url>",0.0,1.0,neutral,120,17,measles outbreak different states different rules on vaccinations the rash of measles cases across the country… url
2L5FZVG6,"After Super Bowls they're always like ""I'm going to Disney Land"" but like watch out for them measles boy",0.0,0.6666666666666666,neutral,104,19,after super bowls theyre always like im going to disney land but like watch out for them measles boy
R29GUM1A,<user> I really wish you guys had just gone the Dota route of having separate mmr's,0.0,1.0,neutral,83,16,user i really wish you guys had just gone the dota route of having separate mmrs
N6OIHOQK,Picked a group topic yesterday 4 community health :vaccines &amp; the nuts who refuse them lol. &amp; bam CNN &amp; Huffington Post does a piece. Score!,1.0,1.0,positive,152,26,picked a group topic yesterday 4 community health vaccines amp the nuts who refuse them lol amp bam cnn amp huffington post does a piece score
ZEYDWYOH,<user> because they most likely are immune to measles via having contracted the disease,0.0,1.0,neutral,87,14,user because they most likely are immune to measles via having contracted the disease
PHL2BUXH,Lane County Health Department is working on more vaccination clinics w/ U of O after fifth case of meningitis bacteria on campus. #liveonK2,1.0,1.0,positive,139,23,lane county health department is working on more vaccination clinics w u of o after fifth case of meningitis bacteria on campus liveonk2
O2OPIX2I,Vaccine baby <url>,-1.0,0.6666666666666666,negative,18,3,vaccine baby url
3AHJ1R4H,Free back-to-school immunizations offered around South Florida -WPTV <url> #Sunrise #FL,0.0,1.0,neutral,87,11,free backtoschool immunizations offered around south florida wptv url sunrise fl
CTN7XBFC,<user> <user> if you guys don't vaccinate your kids they'll drop like flies,1.0,1.0,positive,75,13,user user if you guys dont vaccinate your kids theyll drop like flies
8DCH5W0Q,Measles outbreak brings new guidelines for Ohio health-care workers: The state is making sure that health-care... <url>,0.0,1.0,neutral,119,17,measles outbreak brings new guidelines for ohio healthcare workers the state is making sure that healthcare url
QX07YHW0,Disney's parks revenue rises despite measles outbreak <url>,0.0,0.6666666666666666,neutral,59,8,disneys parks revenue rises despite measles outbreak url
BSXQ54OW,So Jenny McCarthy thinks that vaccines caused her sons autism?! If that's the case then shouldnt anybody who has been vaccinated have autism,1.0,0.6666666666666666,positive,140,23,so jenny mccarthy thinks that vaccines caused her sons autism if thats the case then shouldnt anybody who has been vaccinated have autism
I4O3D66Y,<user> I'm going to laugh so hard when you have measles.,0.0,1.0,neutral,56,11,user im going to laugh so hard when you have measles
YTBXQYNX,<user> Have you seen the research that supports measles vaccine to cure a form of blood cancer? Up your alley.,1.0,1.0,positive,110,20,user have you seen the research that supports measles vaccine to cure a form of blood cancer up your alley
DDXTC1DP,"MMR vaccine &amp; autism. A hot topic, local leaders dispelling rumors after #measlesoutbreak <url> <url>",1.0,1.0,positive,105,15,mmr vaccine amp autism a hot topic local leaders dispelling rumors after measlesoutbreak url url
GOIFCJ8V,"And NO, this Tunnel of Love does not come with Measles, unlike the Tunnel of Love at Disneyland.",0.0,1.0,neutral,96,18,and no this tunnel of love does not come with measles unlike the tunnel of love at disneyland
DAX8C31D,"Nancy Dirubbo says ""Think of immunizations as your 5th Vital Sign"" visit booth # 862 #AANP12 American Travel Health Nurses Association",1.0,1.0,positive,134,21,nancy dirubbo says think of immunizations as your 5th vital sign visit booth 862 aanp12 american travel health nurses association
0Y4GAUKA,“<user> #BREAKING: Measles outbreak grows to 20 cases in NYC <url> <url>,0.0,1.0,neutral,72,12,“user breaking measles outbreak grows to 20 cases in nyc url url
52UR71N6,9 measles cases linked to Disney theme parks in California: Seven Californians and two people in Utah have… <url>,0.0,1.0,neutral,113,19,9 measles cases linked to disney theme parks in california seven californians and two people in utah have… url
J9VOF8T9,Thnks fr th mmr @ United Center <url>,0.0,1.0,neutral,37,8,thnks fr th mmr united center url
JPRHXCNF,excuse me? no <user> Parents who don't vaccinate kids should face criminal charges or lawsuits. Simple as that: <url>,1.0,0.6666666666666666,positive,117,19,excuse me no user parents who dont vaccinate kids should face criminal charges or lawsuits simple as that url
X44CIIGJ,#uknowyouugly a vet gave your baby his first immunizations,1.0,1.0,positive,58,9,uknowyouugly a vet gave your baby his first immunizations
5Y8A829P,"Health is not Political, it's Science. Get your children Vaccinated!",1.0,1.0,positive,68,10,health is not political its science get your children vaccinated
ZF0RBEJR,Measles everywhere RT <user> <url> <url>,0.0,1.0,neutral,40,6,measles everywhere rt user url url
TZ6DN7EL,If you dont vaccinate your kids keep them at home. Do not risk Other people's babies.Saying you dont think you put anyone at risk is CRAZY!,1.0,1.0,positive,139,26,if you dont vaccinate your kids keep them at home do not risk other peoples babiessaying you dont think you put anyone at risk is crazy
HNJ8OGI6,"Screw you, <user> “<user> Measles case confirmed in U of M student. | <url> <url>",1.0,1.0,positive,81,15,screw you user “user measles case confirmed in u of m student url url
3G0XX9CN,"It's a good thing kids can administer the cootie vaccine themselves.

Remember kids: circle circle dot dot",0.0,0.6666666666666666,neutral,106,17,its a good thing kids can administer the cootie vaccine themselves remember kids circle circle dot dot
0BH6KCNG,"<user> <user> it's some risk, but USA has a vaccine they are testing and have been preparing for ebola since the 90s. Stuff the",1.0,0.6666666666666666,positive,127,24,user user its some risk but usa has a vaccine they are testing and have been preparing for ebola since the 90s stuff the
JDRS6D2E,<user> the vaccine were not available when I was growing up Measles and chicken pox are not fun. I even had German Measles.,0.0,0.6666666666666666,neutral,123,23,user the vaccine were not available when i was growing up measles and chicken pox are not fun i even had german measles
N64ALDBE,Why Childhood Vaccines Are Essential <url>,1.0,1.0,positive,42,6,why childhood vaccines are essential url
8HMRYBG0,#CDCwhistleblower more details out on the CDCs manipulation of data to hide the the correlation between autism and age of vaccines.,-1.0,1.0,negative,131,21,cdcwhistleblower more details out on the cdcs manipulation of data to hide the the correlation between autism and age of vaccines
XLJOYIO6,14 babies who were too young to get vaccinated now have measles b/c a bunch of selfish dumb fucks didn't have their kids vaccinated!,1.0,1.0,positive,132,24,14 babies who were too young to get vaccinated now have measles bc a bunch of selfish dumb fucks didnt have their kids vaccinated
03G7E6FG,I think it's extremely selfish to not get your children vaccinated.,1.0,1.0,positive,67,11,i think its extremely selfish to not get your children vaccinated
1WATQGLQ,"Michigan's measles case: Oakland County adult has it; unclear if Disneyland outbreak is connected: DETROIT, MI --… <url>",0.0,1.0,neutral,120,18,michigans measles case oakland county adult has it unclear if disneyland outbreak is connected detroit mi … url
QJUU9SHN,"""<user> It's NOT Only a Coincidence! Click LIKE if  agree. #vaccines <url> advocate <url>",-1.0,0.3333333333333333,negative,89,14,user its not only a coincidence click like if agree vaccines url advocate url
U6QQ2VXL,Mogul Caribbean Resturant almost completed. #Brooklyn #MMR he sporting old style Street Mogul shirt <url>,0.0,1.0,neutral,105,15,mogul caribbean resturant almost completed brooklyn mmr he sporting old style street mogul shirt url
ZXCPO6XG,Not vaccinating ones child should be a criminal offense for child neglect and public endangerment.,1.0,1.0,positive,98,15,not vaccinating ones child should be a criminal offense for child neglect and public endangerment
CB0FR06C,"When I see ""I didn't vaccinate my child"" I just assume you want your child to contract measles, rubella, polio, and pertussis",1.0,1.0,positive,125,22,when i see i didnt vaccinate my child i just assume you want your child to contract measles rubella polio and pertussis
KOX57SMG,A lady in the office apparently JUST found out that vaccines do not cause autism... WTF?,1.0,0.6666666666666666,positive,88,16,a lady in the office apparently just found out that vaccines do not cause autism wtf
1EY7ULCR,Rand Paul's idea to change vaccinations will cause huge outbreaks of diseases that government must respond to using lots of taxpayers money!,1.0,0.6666666666666666,positive,140,22,rand pauls idea to change vaccinations will cause huge outbreaks of diseases that government must respond to using lots of taxpayers money
D7F2ZAHV,"""Don't be an idiot. Vaccinate your future freaking kids people."" -Microbiology professor 😂😂😂",1.0,1.0,positive,92,13,dont be an idiot vaccinate your future freaking kids people microbiology professor 😂😂😂
9RP60P25,"“<user> On average, people who complain live longer -- Releasing this tension increases immunity and boosts their health.” <user>",0.0,1.0,neutral,129,19,“user on average people who complain live longer releasing this tension increases immunity and boosts their health” user
FD8RQ5WD,<user> NCAA tourney Edition.Hot-Faking measles.10minsAgo-Faking strep throat.Not-actually hurting back but get to watch games #Truth,0.0,1.0,neutral,132,15,user ncaa tourney editionhotfaking measles10minsagofaking strep throatnotactually hurting back but get to watch games truth
APEI238N,Immunizations for school 😥👎💉,0.0,0.6666666666666666,neutral,28,4,immunizations for school 😥👎💉
JVJB6SVC,Object lesson re not vaccinating  -harrowing story of measles infection. <url>,1.0,1.0,positive,78,11,object lesson re not vaccinating harrowing story of measles infection url
O8B914DK,"RT <user> A call about vaccines just came in. Mark revealed that his son is unvaccinated. Is this child abuse? Yes, without a doubt!",1.0,1.0,positive,132,24,rt user a call about vaccines just came in mark revealed that his son is unvaccinated is this child abuse yes without a doubt
K9GHVZLS,I ALWAYS make sure I listen to MMR when <user> is on. The guy is f*ckin' hysterical. (no that wasn't a Todd Glass style shameless plug),0.0,1.0,neutral,135,26,i always make sure i listen to mmr when user is on the guy is fckin hysterical no that wasnt a todd glass style shameless plug
NKI9GIT7,“<user> Original Article: Intussusception Risk after Rotavirus Vaccination in U.S. Infants. <url>,-1.0,0.6666666666666666,negative,97,12,“user original article intussusception risk after rotavirus vaccination in us infants url
AK55YXRS,<user> <user> <user> 3.) Diseases were on the decline before the intro of vaccines. Thanks to better sanitation practices,-1.0,1.0,negative,121,19,user user user 3 diseases were on the decline before the intro of vaccines thanks to better sanitation practices
RISQJZZ4,<user> #GOP STOP blaming #Immigrants first #Ebola now #measles Which diseases?brought their ancestors? #AINF <url>,0.0,1.0,neutral,114,15,user gop stop blaming immigrants first ebola now measles which diseasesbrought their ancestors ainf url
PX9SU16F,Rubella measles officially eliminated from the Americas: Health officials say the first region of the world to rid… <url>,0.0,0.6666666666666666,neutral,121,19,rubella measles officially eliminated from the americas health officials say the first region of the world to rid… url
STU2AC36,Iowa dept of public health calls me and says I was exposed to measles on my recent flight but that I SHOULD be ok. Ummm ok.,0.0,1.0,neutral,123,26,iowa dept of public health calls me and says i was exposed to measles on my recent flight but that i should be ok ummm ok
Z5PVYZBJ,<user>  Are you in favor of saving kids' lives? I hope so. Let me know Wednesday. <user> #vaccineswork,1.0,1.0,positive,102,18,user are you in favor of saving kids lives i hope so let me know wednesday user vaccineswork
OJ79RORA,<user> -I agree. Vaccines harness the body's own immune defenses to conquer and prevent disease. A real win-win.,1.0,1.0,positive,112,18,user i agree vaccines harness the bodys own immune defenses to conquer and prevent disease a real winwin
ZPMI6D8R,"Strawberries provide vitamin C and antioxidants. Good for skin (collagen production), immunity, and heart health.",0.0,1.0,neutral,113,15,strawberries provide vitamin c and antioxidants good for skin collagen production immunity and heart health
72UUXXDP,Great documentary on vaccines #Nova #pbs <url>,-1.0,0.3333333333333333,negative,46,7,great documentary on vaccines nova pbs url
SOACKMWX,<user> I want to know why American children are excluded from an education for not being immunized but illegals get a pass?,1.0,0.6666666666666666,positive,123,22,user i want to know why american children are excluded from an education for not being immunized but illegals get a pass
V30YDZ65,Of coarse trutherbot is anti vaccine 😂😂,0.0,0.6666666666666666,neutral,39,7,of coarse trutherbot is anti vaccine 😂😂
QLQ2MDL1,VACCINATE YA FUCKING KIDS,1.0,1.0,positive,25,4,vaccinate ya fucking kids
C7OJCRG0,"My professor is telling us about how bad it was wen kids used to get measles more oftn, blows my mind tht parents r still anti-vaccination",1.0,1.0,positive,138,26,my professor is telling us about how bad it was wen kids used to get measles more oftn blows my mind tht parents r still antivaccination
0T6VOMVD,"More children at risk of measles in wake of Ebola epidemic: Ebola's toll moved beyond 10,000 deaths Thursday even… <url>",0.0,1.0,neutral,120,20,more children at risk of measles in wake of ebola epidemic ebolas toll moved beyond 10000 deaths thursday even… url
8SYFXR56,MT <user> <user> research Q: how to persuade parents that MMR vaccine is safe and beneficial? A: Can't. <url>,0.0,0.6666666666666666,neutral,109,19,mt user user research q how to persuade parents that mmr vaccine is safe and beneficial a cant url
JOW3IM6Q,"This Ekocenter creates a Hub for a <user> safe H2O, AND storage for vaccines in remote areas abroad. #BIF10 <url>",0.0,0.6666666666666666,neutral,113,20,this ekocenter creates a hub for a user safe h2o and storage for vaccines in remote areas abroad bif10 url
04ADSR24,Still at the Pediatrician...I got 3 vaccines... And a lollipop lol Im such a child,1.0,1.0,positive,82,15,still at the pediatriciani got 3 vaccines and a lollipop lol im such a child
4JBYLCQX,Gilbert pediatrician furious over daughter's exposure to measles: Dr. Tim Jacks got a phone call from a Phoenix… <url>,0.0,0.6666666666666666,neutral,118,19,gilbert pediatrician furious over daughters exposure to measles dr tim jacks got a phone call from a phoenix… url
5W4GZTQV,"""Hey kids and/or 3rd world families, come get vaccinated, they're great and look like this""",1.0,0.6666666666666666,positive,91,15,hey kids andor 3rd world families come get vaccinated theyre great and look like this
VJMQALMI,<user> <user>   I'm pissed. measles outbreak  lets blame the American parents 4 not vaccinating.Root cause. Mexican illegal children?,-1.0,0.3333333333333333,negative,133,18,user user im pissed measles outbreak lets blame the american parents 4 not vaccinatingroot cause mexican illegal children
UQS9Z7ML,"I generally agree but I think freedom is limited by harm to others, and not vaccinating harms others<user> <user> <user>",1.0,1.0,positive,120,20,i generally agree but i think freedom is limited by harm to others and not vaccinating harms othersuser user user
DU9YWAET,"Today I learned the nbr 1,2&amp;3 causes of death and illness in many South American countries. #traveldoctorvisit #immunized",1.0,0.6666666666666666,positive,125,18,today i learned the nbr 12amp3 causes of death and illness in many south american countries traveldoctorvisit immunized
XTAOLGWW,5 children at Illinois day care diagnosed with measles <url>,0.0,0.6666666666666666,neutral,60,10,5 children at illinois day care diagnosed with measles url
0VOEL2IE,HB2584 [NEW] Establishes a voluntary replacement alternative program for children's vaccines which do not contai... <url>,0.0,1.0,neutral,121,16,hb2584 new establishes a voluntary replacement alternative program for childrens vaccines which do not contai url
YFV7DCMA,“<user> #⃣MMR <url> u cute,0.0,1.0,neutral,26,5,“user ⃣mmr url u cute
CHO1BNH0,Mumps &amp; measles. In idaho. In 2015.,0.0,1.0,neutral,39,7,mumps amp measles in idaho in 2015
Q6DH28JJ,"<user> ~story about measles outbreak, HELLO people pull your craniums out of your rectums~ measles immunization doesn't cause autism!",1.0,1.0,positive,133,19,user story about measles outbreak hello people pull your craniums out of your rectums measles immunization doesnt cause autism
QKIQ1BJH,Babies to be offered vomiting bug vaccine. <url>,0.0,0.6666666666666666,neutral,48,8,babies to be offered vomiting bug vaccine url
2RJWXS2V,AIDS N : HIV-Positive Youth May Lack Immunity to MMR Diseases <url>,0.0,0.6666666666666666,neutral,67,12,aids n hivpositive youth may lack immunity to mmr diseases url
3ZIBRY08,"""That's cool don't catch the measles"" ""you can catch these hands""",0.0,1.0,neutral,65,11,thats cool dont catch the measles you can catch these hands
GLSMKDKC,<user> #GOP STOP blaming #Immigrants first #Ebola now #measles Which diseases?brought their ancestors? #AINF <url>,0.0,1.0,neutral,114,15,user gop stop blaming immigrants first ebola now measles which diseasesbrought their ancestors ainf url
OOT30WQY,you guys were prolific saboteurs for almost 5 decades though. Measles anyone?age 9 across oceans? #Barbara #Walters  <user>,0.0,1.0,neutral,123,18,you guys were prolific saboteurs for almost 5 decades though measles anyoneage 9 across oceans barbara walters user
S16RAG5L,Come Stay Warm <user> #mmr #dc #dj #dmv #djflyer #downtowndc #dcnightlife #downtowndc… <url>,0.0,1.0,neutral,92,13,come stay warm user mmr dc dj dmv djflyer downtowndc dcnightlife downtowndc… url
64FTIZVN,<user> ayy akala ko measles mumps rubella vaccine. Hahahhaha,0.0,0.6666666666666666,neutral,60,9,user ayy akala ko measles mumps rubella vaccine hahahhaha
T207OL3W,How many people have to get measles for it to be an #outbreak ?,0.0,1.0,neutral,63,14,how many people have to get measles for it to be an outbreak
GRC728PU,"""Tom Brady, you just won the Super Bowl. What are you going to do now?""
Brady: ""Sure as hell not going to Disneyland and get the measles!""",0.0,1.0,neutral,138,27,tom brady you just won the super bowl what are you going to do now brady sure as hell not going to disneyland and get the measles
YI8J73ZA,Health fair kicks off the National Infant Immunization Week: A multi-state measles outbreak earlier this year… <url>,1.0,1.0,positive,116,17,health fair kicks off the national infant immunization week a multistate measles outbreak earlier this year… url
Y80IZB4I,I wanna be at mmr day! :(,0.0,1.0,neutral,25,7,i wanna be at mmr day
AZSP1UFJ,"900 dollars worth of medicine/vaccines/shots for Africa. 
My arms as dead as my bank",1.0,1.0,positive,84,14,900 dollars worth of medicinevaccinesshots for africa my arms as dead as my bank
7A78OWAL,Smurf got 4167 mmr last night! 0_0,0.0,1.0,neutral,34,7,smurf got 4167 mmr last night 00
YSOTHNE4,My bestfriend MMR knows Miley hold song the climb lmboo iLovee that poop .,0.0,1.0,neutral,74,14,my bestfriend mmr knows miley hold song the climb lmboo ilovee that poop
395RZAIO,"In other news, it was officially tested and proven that vaccines don't cause autism. So vaccinate your kids you fucking morons",1.0,1.0,positive,126,21,in other news it was officially tested and proven that vaccines dont cause autism so vaccinate your kids you fucking morons
E2S086CC,How One Unvaccinated Child Sparked The Minnesota Measles Outbreak: A measles outbreak in Minnesota offers a case... <url>,0.0,0.6666666666666666,neutral,121,18,how one unvaccinated child sparked the minnesota measles outbreak a measles outbreak in minnesota offers a case url
I1TFJ9O3,"Good thing I didn't get one then lol ""<user> CDC: Flu vaccine may not be effective for this year’s strains <url>",-1.0,0.6666666666666666,negative,112,21,good thing i didnt get one then lol user cdc flu vaccine may not be effective for this year’s strains url
SRVZPJ9T,"Holy crap, I had no idea RT <user> My #measles shot scar from childhood. Do we still need it? <url>",0.0,1.0,neutral,99,20,holy crap i had no idea rt user my measles shot scar from childhood do we still need it url
UKLLWVZ9,barefoot child in mall. #immunitybuilder,0.0,1.0,neutral,40,5,barefoot child in mall immunitybuilder
